iter	RMSE
800	1.246232369
801	1.244654107
802	1.243093836
803	1.242264715
804	1.24122714
805	1.240446239
806	1.238731018
807	1.237618744
808	1.236787383
809	1.235687462
810	1.234248353
811	1.233227128
812	1.231968371
813	1.231089313
814	1.230258832
815	1.228885725
816	1.227860903
817	1.226001716
818	1.225067264
819	1.223555276
820	1.221949245
821	1.220710731
822	1.218581809
823	1.217671876
824	1.216506291
825	1.215243824
826	1.213506916
827	1.212675981
828	1.211500596
829	1.210226662
830	1.208805924
831	1.207915469
832	1.206655652
833	1.20525697
834	1.203474363
835	1.202005952
836	1.200028245
837	1.197708108
838	1.196628062
839	1.195385906
840	1.194283489
841	1.193678446
842	1.192710622
843	1.191901397
844	1.190077545
845	1.187829679
846	1.186589186
847	1.185157803
848	1.183498322
849	1.182358735
850	1.181008347
851	1.179638302
852	1.178084065
853	1.177083703
854	1.175150192
855	1.173414233
856	1.172175081
857	1.171063752
858	1.170011269
859	1.169316776
860	1.16779267
861	1.165914757
862	1.164356838
863	1.163577295
864	1.163044557
865	1.161364871
866	1.160305214
867	1.15923276
868	1.158273298
869	1.157334621
870	1.155834601
871	1.155087713
872	1.154158863
873	1.153221782
874	1.151486853
875	1.150486605
876	1.149153003
877	1.147139819
878	1.145649883
879	1.14471559
880	1.14340153
881	1.14177411
882	1.140306824
883	1.138563355
884	1.137764033
885	1.135915494
886	1.134712607
887	1.133650721
888	1.132225231
889	1.131397731
890	1.130724765
891	1.130093465
892	1.129515028
893	1.128350061
894	1.126992032
895	1.126106127
896	1.12510146
897	1.123981106
898	1.122691721
899	1.12152529
900	1.12031053
901	1.119513418
902	1.11799528
903	1.116866881
904	1.11564859
905	1.114748083
906	1.11324428
907	1.112772974
908	1.111478859
909	1.110264204
910	1.109173622
911	1.108114216
912	1.106596814
913	1.105505623
914	1.104388558
915	1.102581013
916	1.101784119
917	1.100755703
918	1.09971279
919	1.098687403
920	1.09734173
921	1.095940555
922	1.095023823
923	1.093758984
924	1.093028353
925	1.091852018
926	1.090719898
927	1.089298419
928	1.088608686
929	1.087122227
930	1.085459284
931	1.084579173
932	1.083639146
933	1.082009518
934	1.080533122
935	1.078830987
936	1.078219491
937	1.077566651
938	1.076667145
939	1.0760136
940	1.075078957
941	1.074035941
942	1.072732821
943	1.071821782
944	1.0712361
945	1.070433304
946	1.068926531
947	1.068183762
948	1.067091707
949	1.066448567
950	1.065453017
951	1.063993987
952	1.062863165
953	1.061780256
954	1.060678423
955	1.059966822
956	1.058713696
957	1.058158166
958	1.057340262
959	1.056266508
960	1.055569045
961	1.054710085
962	1.053830172
963	1.053133484
964	1.052418226
965	1.051786394
966	1.050882713
967	1.050077493
968	1.049714933
969	1.04851958
970	1.046861918
971	1.046198429
972	1.045418723
973	1.044451934
974	1.043839441
975	1.042814413
976	1.041684446
977	1.040552079
978	1.039846336
979	1.038887567
980	1.038277301
981	1.037637721
982	1.036260583
983	1.035965222
984	1.034753732
985	1.033658615
986	1.032466997
987	1.031165505
988	1.029993705
989	1.028874587
990	1.027714684
991	1.026469674
992	1.025160603
993	1.024279996
994	1.02335913
995	1.022629774
996	1.021155994
997	1.02058726
998	1.01947234
999	1.017726833
1000	1.016386931
1001	1.015491492
1002	1.01467231
1003	1.01350869
1004	1.011649615
1005	1.010199431
1006	1.009572213
1007	1.008875389
1008	1.008496454
1009	1.007273969
1010	1.006655169
1011	1.005716426
1012	1.004988824
1013	1.003616557
1014	1.002163557
1015	1.001142925
1016	1.000271843
1017	0.9993496698
1018	0.9988172007
1019	0.9981975858
1020	0.9974380346
1021	0.996593359
1022	0.9953243198
1023	0.994332306
1024	0.9929664995
1025	0.9922465749
1026	0.9913057866
1027	0.9904868287
1028	0.9895243043
1029	0.9885172918
1030	0.9871562281
1031	0.9863921878
1032	0.9853640697
1033	0.9846670896
1034	0.9839179393
1035	0.983073336
1036	0.9820347715
1037	0.9810127036
1038	0.979584887
1039	0.9791575385
1040	0.9781705855
1041	0.9766505942
1042	0.976093838
1043	0.9755411971
1044	0.9751626738
1045	0.9745364652
1046	0.9730912338
1047	0.9714973712
1048	0.9702221149
1049	0.9695582359
1050	0.9685293767
1051	0.9680493185
1052	0.9669929827
1053	0.9654847154
1054	0.9645570396
1055	0.9634025518
1056	0.9625313037
1057	0.9614373369
1058	0.9605920171
1059	0.9589010848
1060	0.9583133237
1061	0.9578866267
1062	0.9573344459
1063	0.9564430716
1064	0.9554509254
1065	0.9543478631
1066	0.9527117693
1067	0.9518217791
1068	0.9510237516
1069	0.9496936238
1070	0.9488790684
1071	0.9475136262
1072	0.9468702179
1073	0.9460381079
1074	0.9447658539
1075	0.9444225191
1076	0.9437284857
1077	0.9424004919
1078	0.9417176652
1079	0.9407859983
1080	0.9397179916
1081	0.9392859057
1082	0.9385337216
1083	0.937814267
1084	0.9372754264
1085	0.9366043023
1086	0.9358404437
1087	0.9351929741
1088	0.934649656
1089	0.933044302
1090	0.9325990467
1091	0.9321483895
1092	0.9313680801
1093	0.9308634753
1094	0.9298856676
1095	0.9289806176
1096	0.9279331125
1097	0.9270598358
1098	0.9266852836
1099	0.9259489843
1100	0.92470332
1101	0.9236557994
1102	0.922835934
1103	0.9214414443
1104	0.9204902814
1105	0.9197520583
1106	0.919177336
1107	0.9182219689
1108	0.9173734057
1109	0.9167631081
1110	0.9156124764
1111	0.9148844627
1112	0.9141010735
1113	0.9132867371
1114	0.9126780983
1115	0.9120500865
1116	0.9111564272
1117	0.91057011
1118	0.9099110338
1119	0.9090727536
1120	0.9082011489
1121	0.9070239532
1122	0.9061317127
1123	0.9056785452
1124	0.9053092712
1125	0.9048507975
1126	0.9040547781
1127	0.9033260731
1128	0.9026525824
1129	0.9019398186
1130	0.9013872973
1131	0.9010710542
1132	0.8997889491
1133	0.8989955235
1134	0.8979908502
1135	0.8971696229
1136	0.8964372558
1137	0.8952775681
1138	0.8947401676
1139	0.8940727785
1140	0.8935815061
1141	0.8925476619
1142	0.8918996801
1143	0.8910404073
1144	0.8901304816
1145	0.8893735196
1146	0.8885926189
1147	0.8873131198
1148	0.8864375403
1149	0.8856341598
1150	0.8847254769
1151	0.8842007403
1152	0.8838580794
1153	0.8830425526
1154	0.882330617
1155	0.8815274742
1156	0.8809297189
1157	0.8801674203
1158	0.8795377435
1159	0.8788616479
1160	0.8783496201
1161	0.8779076323
1162	0.8772425108
1163	0.8766333185
1164	0.875946926
1165	0.8754158336
1166	0.8742733527
1167	0.8736844261
1168	0.8728764323
1169	0.872253689
1170	0.8715462122
1171	0.8707320059
1172	0.8701802662
1173	0.8693156337
1174	0.8688367796
1175	0.8683406452
1176	0.8674504985
1177	0.8669280306
1178	0.8663651689
1179	0.8658709025
1180	0.864853605
1181	0.8640561447
1182	0.8630556806
1183	0.8619626943
1184	0.8609478035
1185	0.8601174656
1186	0.8592846976
1187	0.8578575124
1188	0.8569011617
1189	0.8563306295
1190	0.8554988928
1191	0.8547793843
1192	0.8537618854
1193	0.8530719184
1194	0.8525126499
1195	0.8517399344
1196	0.8512243975
1197	0.8501340327
1198	0.8495973559
1199	0.8486939967
1200	0.8479198011
1201	0.8470251992
1202	0.8465497011
1203	0.8453426992
1204	0.844795626
1205	0.8444880678
1206	0.8438648562
1207	0.8429731493
1208	0.8423499986
1209	0.8417482879
1210	0.8410013923
1211	0.8402135627
1212	0.8396361039
1213	0.8391046304
1214	0.8383241397
1215	0.8379374444
1216	0.8371218362
1217	0.8365542717
1218	0.8361338211
1219	0.8355124118
1220	0.834679956
1221	0.8342166214
1222	0.8335367072
1223	0.8330742585
1224	0.8322101708
1225	0.8314849668
1226	0.8308084228
1227	0.8301474914
1228	0.8297705642
1229	0.8294861974
1230	0.8291640663
1231	0.8281425383
1232	0.8275694063
1233	0.8269450919
1234	0.8259985097
1235	0.8254979964
1236	0.8250727835
1237	0.824501017
1238	0.8241889451
1239	0.8235733708
1240	0.8229341271
1241	0.8224894921
1242	0.821987261
1243	0.821036583
1244	0.8200675593
1245	0.8196298742
1246	0.818681879
1247	0.8178123279
1248	0.8172115455
1249	0.8166344215
1250	0.8160056154
1251	0.8150069678
1252	0.8145134634
1253	0.8140123292
1254	0.8135446432
1255	0.8131094556
1256	0.8126935099
1257	0.8122290103
1258	0.8117381849
1259	0.8105561557
1260	0.8101686838
1261	0.8093663929
1262	0.8088737982
1263	0.8080072183
1264	0.807029225
1265	0.8062948927
1266	0.8058112114
1267	0.8049778553
1268	0.8042542251
1269	0.8037900504
1270	0.8035181761
1271	0.8030996815
1272	0.8025954728
1273	0.8022129789
1274	0.8018331198
1275	0.8016036311
1276	0.8010191097
1277	0.8007006426
1278	0.8001018957
1279	0.7991900818
1280	0.7984215141
1281	0.7978280234
1282	0.7968884841
1283	0.7960740049
1284	0.7957059187
1285	0.7953810477
1286	0.7946377782
1287	0.7939147117
1288	0.7934752098
1289	0.7924700711
1290	0.7917968346
1291	0.791136857
1292	0.7906696434
1293	0.7901330242
1294	0.7892170785
1295	0.7885153275
1296	0.7878084118
1297	0.7869508057
1298	0.7861683884
1299	0.7854254136
1300	0.7849840495
1301	0.7840980956
1302	0.7837443461
1303	0.7828311911
1304	0.7824152404
1305	0.7822057565
1306	0.7816383006
1307	0.7813351416
1308	0.7808230975
1309	0.7800846072
1310	0.7793362274
1311	0.7787985416
1312	0.7783600285
1313	0.7774053317
1314	0.7769289582
1315	0.7763725059
1316	0.7754195971
1317	0.7746146715
1318	0.7741904695
1319	0.7736577185
1320	0.7726986535
1321	0.7723981202
1322	0.771778884
1323	0.7711104209
1324	0.7704443178
1325	0.7697055348
1326	0.768982064
1327	0.76864201
1328	0.7683151038
1329	0.7679832707
1330	0.7670980534
1331	0.7665329963
1332	0.7661499724
1333	0.7657957966
1334	0.7650084953
1335	0.7644856657
1336	0.7639163878
1337	0.7631033926
1338	0.7626685369
1339	0.7623156383
1340	0.7617860527
1341	0.7615349142
1342	0.7612902897
1343	0.7604247674
1344	0.7595492443
1345	0.7589200809
1346	0.7582448047
1347	0.7574834134
1348	0.7567084714
1349	0.7559133888
1350	0.7553220081
1351	0.7547221821
1352	0.7540560376
1353	0.7535911755
1354	0.7528127107
1355	0.7518941252
1356	0.75110179
1357	0.7505173299
1358	0.7500374027
1359	0.7495805251
1360	0.7489767775
1361	0.7485916075
1362	0.7482303967
1363	0.7476799703
1364	0.7470143431
1365	0.7466600539
1366	0.7460753126
1367	0.7455618065
1368	0.7451049513
1369	0.7446622769
1370	0.7442549369
1371	0.7438416802
1372	0.7433491073
1373	0.7422726692
1374	0.7418307325
1375	0.7411185329
1376	0.7403842658
1377	0.739832079
1378	0.7391652621
1379	0.7385138273
1380	0.7376881648
1381	0.7373184889
1382	0.7367878719
1383	0.7364718108
1384	0.7361159202
1385	0.7352685756
1386	0.7346914526
1387	0.7342752384
1388	0.7337485927
1389	0.7332640091
1390	0.7325317992
1391	0.7320449515
1392	0.7312930513
1393	0.7305755714
1394	0.7302101036
1395	0.7298421807
1396	0.7292673917
1397	0.7288508461
1398	0.7281212155
1399	0.7275813883
1400	0.7271753835
1401	0.7269397791
1402	0.7265403968
1403	0.7261749038
1404	0.7256035895
1405	0.7249726914
1406	0.7242972086
1407	0.7239315174
1408	0.7229493017
1409	0.7225731567
1410	0.7221380318
1411	0.7214827804
1412	0.7211913267
1413	0.7206073211
1414	0.7201839535
1415	0.7196532042
1416	0.7190565167
1417	0.7184827742
1418	0.7177228586
1419	0.7173091507
1420	0.7168858402
1421	0.7165537572
1422	0.715505447
1423	0.7149668927
1424	0.7144081953
1425	0.7139795863
1426	0.7135721417
1427	0.7131139798
1428	0.7127582766
1429	0.7124545423
1430	0.7119239401
1431	0.7113340954
1432	0.7108043688
1433	0.7104596334
1434	0.7099576251
1435	0.7095707535
1436	0.7091204492
1437	0.7084298945
1438	0.7077023491
1439	0.7074403636
1440	0.7070248952
1441	0.7065756714
1442	0.7063708782
1443	0.7055651625
1444	0.7052635334
1445	0.7048897041
1446	0.7042495538
1447	0.7036840492
1448	0.7031403992
1449	0.7022106984
1450	0.7018130156
1451	0.7008848207
1452	0.7004317707
1453	0.6998316492
1454	0.6993848825
1455	0.6989361588
1456	0.6985960395
1457	0.6977530656
1458	0.697267773
1459	0.6964567762
1460	0.6961415437
1461	0.6954322078
1462	0.6949387649
1463	0.6942309766
1464	0.6937047613
1465	0.6931077548
1466	0.6926799485
1467	0.6918028423
1468	0.6915050383
1469	0.690737432
1470	0.6903518503
1471	0.6900257587
1472	0.6894087821
1473	0.6890701079
1474	0.6887509802
1475	0.6882309504
1476	0.6878006529
1477	0.6873584065
1478	0.6866714877
1479	0.6863546691
1480	0.6860157928
1481	0.6854910093
1482	0.6850282052
1483	0.6844485775
1484	0.6839066288
1485	0.6835488204
1486	0.6831010808
1487	0.6828715893
1488	0.6825030405
1489	0.6818177149
1490	0.6812677524
1491	0.6807258135
1492	0.680334889
1493	0.6799224796
1494	0.6793843708
1495	0.6788654797
1496	0.678311953
1497	0.6776674522
1498	0.6770551019
1499	0.6762351342
1500	0.6758611155
1501	0.6754687548
1502	0.674789752
1503	0.6742846328
1504	0.6734651636
1505	0.6729197477
1506	0.6725637178
1507	0.6719525356
1508	0.6714425176
1509	0.6708665127
1510	0.6706403879
1511	0.6703705298
1512	0.6699754869
1513	0.6694487185
1514	0.6689056494
1515	0.6686040002
1516	0.6677946086
1517	0.667509387
1518	0.6669930951
1519	0.6662785135
1520	0.665968659
1521	0.6657264317
1522	0.6652389646
1523	0.6648152649
1524	0.6644169046
1525	0.6638237368
1526	0.6635673827
1527	0.663120297
1528	0.662871144
1529	0.6624227424
1530	0.6620474044
1531	0.6617585739
1532	0.6612174375
1533	0.6606118904
1534	0.6602409145
1535	0.6596947312
1536	0.6594400875
1537	0.6589262498
1538	0.6583392896
1539	0.6580299659
1540	0.6576797991
1541	0.6571536163
1542	0.6566812224
1543	0.6563659939
1544	0.6558230061
1545	0.6551891031
1546	0.6548332031
1547	0.6541818245
1548	0.6535347136
1549	0.6529968597
1550	0.652132827
1551	0.6517618075
1552	0.6513320599
1553	0.6510559443
1554	0.6507423064
1555	0.6502189167
1556	0.6499951514
1557	0.6491940678
1558	0.6487119339
1559	0.6485197693
1560	0.6481420352
1561	0.6475751355
1562	0.6470576982
1563	0.6467716203
1564	0.6461006933
1565	0.6455508913
1566	0.6451045575
1567	0.6448202993
1568	0.6443655442
1569	0.6440104664
1570	0.6434871
1571	0.6428319835
1572	0.6424414379
1573	0.6418934631
1574	0.6414935046
1575	0.6407658137
1576	0.6398698935
1577	0.6390142604
1578	0.6386405294
1579	0.6381011903
1580	0.6375648087
1581	0.6368836482
1582	0.6364612904
1583	0.6361863337
1584	0.6355863455
1585	0.6351478325
1586	0.6346816409
1587	0.6342991955
1588	0.633816779
1589	0.6333361528
1590	0.6331192044
1591	0.6328155259
1592	0.6325397012
1593	0.6319485691
1594	0.6315952522
1595	0.6309920646
1596	0.6302812742
1597	0.6295908101
1598	0.6290769476
1599	0.6287514771
1600	0.6282820754
1601	0.6280386118
1602	0.6276077186
1603	0.6271829095
