iter	RMSE
1604	0.6266830982
1605	0.6258410819
1606	0.6254353534
1607	0.6251402181
1608	0.6246825132
1609	0.6242239278
1610	0.6236937278
1611	0.6232134991
1612	0.6227134283
1613	0.6222973714
1614	0.621932821
1615	0.6215606486
1616	0.6211429971
1617	0.6205889292
1618	0.6203338906
1619	0.6200233624
1620	0.6194792864
1621	0.6191252784
1622	0.6187578792
1623	0.6182443226
1624	0.6180274188
1625	0.6174379062
1626	0.6171560307
1627	0.6167166569
1628	0.616248998
1629	0.6159131284
1630	0.6156483706
1631	0.6153131799
1632	0.6149572513
1633	0.614486047
1634	0.6138929338
1635	0.6137101322
1636	0.6135110798
1637	0.6132931067
1638	0.6129173617
1639	0.6124528234
1640	0.6120243046
1641	0.6116806129
1642	0.6110960706
1643	0.610760484
1644	0.6103909888
1645	0.6098182642
1646	0.6093607572
1647	0.6091071682
1648	0.6087032135
1649	0.6084226629
1650	0.6082428162
1651	0.6074453878
1652	0.607146637
1653	0.6069554316
1654	0.6065597884
1655	0.6060985808
1656	0.6058658702
1657	0.6053057152
1658	0.6047655693
1659	0.6042595232
1660	0.603570798
1661	0.603117553
1662	0.6026009556
1663	0.6022781163
1664	0.6016267923
1665	0.6010078474
1666	0.6006972786
1667	0.600034429
1668	0.5995169778
1669	0.599170652
1670	0.5986632771
1671	0.5983062012
1672	0.5979065365
1673	0.5973986127
1674	0.5966553423
1675	0.5960629665
1676	0.5953595109
1677	0.5947005823
1678	0.5945100106
1679	0.5941503899
1680	0.5938552008
1681	0.593395096
1682	0.5931206235
1683	0.5926667422
1684	0.5922159027
1685	0.5917056639
1686	0.5914720505
1687	0.591144541
1688	0.5908401399
1689	0.5906397374
1690	0.5902800919
1691	0.5898770927
1692	0.5895201046
1693	0.5892269395
1694	0.5890237192
1695	0.5885157994
1696	0.5880078455
1697	0.5876423714
1698	0.5873602582
1699	0.587017339
1700	0.5863611389
1701	0.5859674951
1702	0.5854235399
1703	0.5851209088
1704	0.5845904131
1705	0.5841023439
1706	0.5835848536
1707	0.5832211421
1708	0.5827236397
1709	0.5823876701
1710	0.5819064543
1711	0.5816541868
1712	0.5813493501
1713	0.5808344465
1714	0.5806116289
1715	0.5799374073
1716	0.5796698637
1717	0.579456086
1718	0.5791645344
1719	0.5788009243
1720	0.578412195
1721	0.5780420201
1722	0.5775918599
1723	0.5773413371
1724	0.5766654987
1725	0.5764386787
1726	0.5761909014
1727	0.5756700466
1728	0.5753622143
1729	0.5751573108
1730	0.5749321353
1731	0.5745685835
1732	0.574166403
1733	0.5738452137
1734	0.5731871292
1735	0.5729607631
1736	0.5723571648
1737	0.5719163303
1738	0.5715377863
1739	0.5711681462
1740	0.5708130796
1741	0.5705183503
1742	0.5701146594
1743	0.5697608851
1744	0.5694474227
1745	0.569093197
1746	0.5687710117
1747	0.5686354313
1748	0.5683319676
1749	0.5680580123
1750	0.5678522326
1751	0.567661199
1752	0.5673631506
1753	0.5671391648
1754	0.5668055361
1755	0.5664319234
1756	0.5661047298
1757	0.5659177151
1758	0.5655415823
1759	0.5651575785
1760	0.5647257652
1761	0.5642593625
1762	0.5640385853
1763	0.5636433573
1764	0.5634037049
1765	0.5632370673
1766	0.5626981087
1767	0.5622969112
1768	0.5620715709
1769	0.5617173781
1770	0.5613149916
1771	0.5610607463
1772	0.560839451
1773	0.5604368242
1774	0.5600309432
1775	0.5596278549
1776	0.559223617
1777	0.5589892089
1778	0.5588288734
1779	0.5586190083
1780	0.5583721895
1781	0.5582162249
1782	0.5575770487
1783	0.5573884912
1784	0.5571976902
1785	0.5568165676
1786	0.5564699496
1787	0.556027995
1788	0.5557152974
1789	0.5553067492
1790	0.555019854
1791	0.5547681017
1792	0.5542883863
1793	0.5539524609
1794	0.5535682765
1795	0.5532124735
1796	0.5530095659
1797	0.5526429205
1798	0.5523595157
1799	0.5519910132
1800	0.5517576303
1801	0.5511875282
1802	0.5507792155
1803	0.5503123855
1804	0.550063066
1805	0.5498191644
1806	0.5495507237
1807	0.5491006834
1808	0.5487621793
1809	0.5482575799
1810	0.5479227382
1811	0.5474956111
1812	0.5469385883
1813	0.546738414
1814	0.5465173059
1815	0.5461970921
1816	0.5457638346
1817	0.5454351811
1818	0.5452054942
1819	0.5447260559
1820	0.5444703407
1821	0.5442522873
1822	0.5437861248
1823	0.5431362902
1824	0.5428560967
1825	0.5425027839
1826	0.5423023009
1827	0.5420321879
1828	0.5416159563
1829	0.5410429772
1830	0.5407434798
1831	0.5404546459
1832	0.5400600222
1833	0.5396162543
1834	0.5392614239
1835	0.5387550608
1836	0.5383532094
1837	0.5380012591
1838	0.5377964852
1839	0.5375157778
1840	0.5370329796
1841	0.5365966039
1842	0.5363116338
1843	0.5360996547
1844	0.5355976931
1845	0.5352128754
1846	0.5348569317
1847	0.5344933889
1848	0.534140648
1849	0.533595832
1850	0.53336471
1851	0.5328858651
1852	0.5324781574
1853	0.5320146546
1854	0.5318725499
1855	0.5316639519
1856	0.5314384658
1857	0.5310792681
1858	0.5306480316
1859	0.5303925777
1860	0.5299140905
1861	0.5296217984
1862	0.529229875
1863	0.5286788631
1864	0.5282632755
1865	0.5278519146
1866	0.5274642215
1867	0.5270798854
1868	0.5266367796
1869	0.5261264362
1870	0.5256872501
1871	0.525293159
1872	0.5250006733
1873	0.5246222812
1874	0.5244322665
1875	0.5241595994
1876	0.5238836027
1877	0.5236835193
1878	0.5234907899
1879	0.5231715518
1880	0.522961318
1881	0.522576262
1882	0.52206737
1883	0.5217575345
1884	0.5215273203
1885	0.521185501
1886	0.5209570385
1887	0.5203627787
1888	0.5199847939
1889	0.5195634815
1890	0.5193358148
1891	0.5191794043
1892	0.5188620686
1893	0.5184988248
1894	0.5180238526
1895	0.5177331105
1896	0.5175405735
1897	0.5171635564
1898	0.5169594629
1899	0.5165931079
1900	0.5162703604
1901	0.5159720406
1902	0.5155612973
1903	0.5152614065
1904	0.5151093815
1905	0.514686576
1906	0.5144783803
1907	0.5143054325
1908	0.5141141711
1909	0.5139451821
1910	0.5135664788
1911	0.5131594736
1912	0.5125007485
1913	0.5119935937
1914	0.5116133575
1915	0.5112726592
1916	0.511031121
1917	0.5106070498
1918	0.510453592
1919	0.5102339925
1920	0.5099263006
1921	0.5097390108
1922	0.5094761601
1923	0.5091393685
1924	0.508843703
1925	0.5086229831
1926	0.5084400084
1927	0.5081885349
1928	0.5080718576
1929	0.5075336815
1930	0.5071459966
1931	0.5069659164
1932	0.5066392746
1933	0.5062220814
1934	0.5058806134
1935	0.5057120942
1936	0.5053486912
1937	0.5051327454
1938	0.5047611411
1939	0.5045293652
1940	0.5043398358
1941	0.504055025
1942	0.5037516161
1943	0.5035109543
1944	0.5033992336
1945	0.5030663497
1946	0.5023646161
1947	0.5020381253
1948	0.5018077818
1949	0.5014661225
1950	0.5009595353
1951	0.5006679078
1952	0.5003119032
1953	0.5001324537
1954	0.4998467428
1955	0.4997095726
1956	0.4995178064
1957	0.4990602699
1958	0.4987990691
1959	0.4985552986
1960	0.4982462042
1961	0.4979113208
1962	0.4974738924
1963	0.4972721043
1964	0.4968133067
1965	0.4965003351
1966	0.4963011192
1967	0.4960809439
1968	0.4959199605
1969	0.4957446113
1970	0.4954842053
1971	0.4951998835
1972	0.4949038948
1973	0.4945491577
1974	0.4942207832
1975	0.4939310232
1976	0.4936794371
1977	0.4931659232
1978	0.4930568896
1979	0.4928097602
1980	0.4924775658
1981	0.4922370445
1982	0.491709847
1983	0.491477401
1984	0.491296694
1985	0.4911310187
1986	0.4907905071
1987	0.4906038295
1988	0.4904471982
1989	0.4901247689
1990	0.4897993249
1991	0.4895198476
1992	0.4889505043
1993	0.4886044403
